x,y,z,mx,my,mz
0,26,11,0.857869,-0.484446,0.171387
0,26,12,0.825623,-0.519393,-0.220403
0,26,13,0.708806,-0.533359,-0.461652
0,26,14,0.868815,-0.406593,-0.282565
0,26,15,0.627523,-0.738932,-0.245345
0,26,16,0.789394,-0.526738,-0.315286
0,26,17,0.667524,-0.626522,-0.402346
0,26,18,0.711954,-0.460976,-0.529738
0,26,19,0.78949,-0.36053,-0.496713
0,26,20,0.964145,-0.246702,-0.097788
0,26,21,0.942847,-0.227345,-0.243627
0,26,22,0.986241,-0.165313,0.000798
0,26,23,0.918496,-0.162761,-0.36038
0,26,24,0.883424,-0.318129,-0.34403
0,26,25,0.76659,-0.35411,-0.535673
0,26,26,0.914144,-0.294817,-0.278252
0,26,27,0.958476,-0.285107,-0.006151
0,26,28,0.886878,-0.384341,-0.256378
0,26,29,0.900805,-0.312046,-0.301955
0,26,30,0.913159,-0.232349,-0.334894
0,26,31,0.8269,-0.42441,-0.368935
0,26,32,0.826583,-0.395504,-0.400422
0,26,33,0.810865,-0.3505,-0.468666
0,26,34,0.849681,-0.487761,-0.200328
0,26,35,0.825566,-0.478205,-0.299601
0,26,36,0.648338,-0.669007,-0.363438
0,26,37,0.717907,-0.584173,-0.378618
0,26,38,0.774592,-0.541708,-0.326436
0,26,39,0.762873,-0.540384,-0.35498
0,26,40,0.737839,-0.600956,-0.307321
0,26,41,0.636143,-0.483042,-0.601658
0,26,42,0.753533,-0.286669,-0.591616
0,26,43,0.770641,-0.300533,-0.561954
0,26,44,0.558036,-0.355553,-0.749785
0,26,45,0.535183,-0.484848,-0.691738
0,26,46,0.524448,-0.479024,-0.70391
0,26,47,0.578335,-0.584897,-0.568704
0,26,48,0.549946,-0.569377,-0.61104
0,26,49,0.611594,-0.537513,-0.580544
0,26,50,0.641305,-0.473157,-0.604028
0,27,0,0.687578,-0.581269,-0.435157
0,27,1,0.686708,-0.704681,-0.178486
0,27,2,0.790195,-0.379685,-0.481073
0,27,3,0.567248,-0.661059,-0.491153
0,27,4,0.467322,-0.65463,-0.594196
0,27,5,0.668979,-0.47339,-0.573035
0,27,6,0.778578,-0.61898,-0.10334
0,27,7,0.828309,-0.522993,-0.200953
0,27,8,0.906016,-0.381123,-0.184066
0,27,9,0.93798,-0.340229,-0.066612
0,27,10,0.891347,-0.452921,-0.019038
0,27,11,0.949753,-0.312842,-0.009953
0,27,12,0.863371,-0.468241,-0.187992
0,27,13,0.889288,-0.375053,-0.26173
0,27,14,0.925346,-0.364538,-0.104145
0,27,15,0.793749,-0.553994,-0.251104
0,27,16,0.828677,-0.518011,-0.212036
0,27,17,0.706588,-0.588205,-0.393379
0,27,18,0.922827,-0.330585,-0.197744
0,27,19,0.96575,-0.225949,-0.127573
0,27,20,0.857623,-0.360625,-0.366649
0,27,21,0.895263,-0.430114,0.116216
0,27,22,0.856632,-0.515894,-0.005909
0,27,23,0.929079,-0.32199,-0.182029
0,27,24,0.8604,-0.322141,-0.394888
0,27,25,0.96917,0.076891,-0.234088
0,27,26,0.958136,-0.146076,-0.246248
0,27,27,0.901157,-0.109632,-0.4194
0,27,28,0.761677,-0.386835,-0.519814
0,27,29,0.910646,-0.204097,-0.35926
0,27,30,0.816948,-0.394466,-0.420704
0,27,31,0.624101,-0.343132,-0.701968
0,27,32,0.793408,-0.16323,-0.586395
0,27,33,0.798183,-0.382823,-0.465135
0,27,34,0.879152,-0.180859,-0.440888
0,27,35,0.892124,-0.188781,-0.410458
0,27,36,0.723212,-0.314192,-0.615019
0,27,37,0.706083,-0.399268,-0.584835
0,27,38,0.473337,-0.432049,-0.767649
0,27,39,0.72551,-0.387586,-0.568694
0,27,40,0.738484,-0.384935,-0.553594
0,27,41,0.710761,-0.395414,-0.581779
0,27,42,0.561128,-0.498653,-0.660667
0,27,43,0.537276,-0.595915,-0.596842
0,27,44,0.738431,-0.574937,-0.352374
0,27,45,0.613528,-0.534927,-0.580893
0,27,46,0.488338,-0.476262,-0.731232
0,27,47,0.503063,-0.553693,-0.66359
0,27,48,0.608257,-0.420598,-0.673143
0,27,49,0.559556,-0.23458,-0.794902
0,27,50,0.807607,-0.37075,-0.458601
1,23,0,0.922439,-0.378121,-0.078303
1,23,1,0.816358,-0.576937,-0.026515
1,23,2,0.683507,-0.616647,-0.390595
1,23,3,0.64732,-0.760151,-0.056095
1,23,4,0.726119,-0.618241,-0.300881
1,23,5,0.656723,-0.691295,-0.301372
1,23,6,0.747491,-0.662225,-0.052106
1,23,7,0.709363,-0.704176,-0.030669
1,23,8,0.873385,-0.473352,-0.114619
1,23,9,0.801549,-0.474717,-0.363543
1,23,10,0.776875,-0.498636,-0.384483
1,23,11,0.732404,-0.595558,-0.329992
1,23,12,0.860507,-0.504187,-0.072959
1,23,13,0.815444,-0.575582,0.06128
1,23,14,0.712144,-0.698511,0.070236
1,23,15,0.80876,-0.587033,0.036065
1,23,16,0.819457,-0.567804,0.078028
1,23,17,0.686818,-0.71973,-0.101339
1,23,18,0.787503,-0.582926,-0.200092
1,23,19,0.733269,-0.602661,-0.314828
1,23,20,0.694673,-0.663447,-0.277969
1,23,21,0.73877,-0.350334,-0.575747
1,23,22,0.630227,-0.410972,-0.658722
1,23,23,0.730152,-0.26719,-0.628878
1,23,24,0.818738,-0.450078,-0.356507
1,23,25,0.835399,-0.315842,-0.449837
1,23,26,0.940915,-0.189855,-0.280419
1,23,27,0.918049,-0.159196,-0.3631
1,23,28,0.935187,-0.07948,-0.34512
1,23,29,0.922023,-0.024075,-0.386386
1,23,30,0.712813,-0.106837,-0.693169
1,23,31,0.897566,-0.065294,-0.436018
1,23,32,0.840105,-0.273908,-0.468186
1,23,33,0.783723,-0.365136,-0.502447
1,23,34,0.746658,-0.235259,-0.622219
1,23,35,0.816908,-0.281562,-0.503373
1,23,36,0.879005,-0.09878,-0.466468
1,23,37,0.970651,0.055876,-0.233911
1,23,38,0.947178,-0.201216,-0.249734
1,23,39,0.830473,-0.357391,-0.427301
1,23,40,0.904354,-0.423637,0.051734
1,23,41,0.884182,-0.298135,-0.359636
1,23,42,0.834517,-0.364049,-0.413583
1,23,43,0.979509,-0.070817,-0.188539
1,23,44,0.898578,-0.379936,-0.21956
1,23,45,0.830828,-0.442097,-0.338048
1,23,46,0.754495,-0.595957,-0.274904
1,23,47,0.541914,-0.514529,-0.664522
1,23,48,0.69272,-0.494214,-0.525253
1,23,49,0.713219,-0.51235,-0.478348
1,23,50,0.558224,-0.095401,-0.824187
1,24,0,0.804042,-0.564381,0.187055
1,24,1,0.719873,-0.691742,0.057236
1,24,2,0.661678,-0.743543,-0.096573
1,24,3,0.53095,-0.804422,-0.266454
1,24,4,0.629352,-0.772733,-0.082463
1,24,5,0.666434,-0.642727,-0.377847
1,24,6,0.503107,-0.819664,-0.273924
1,24,7,0.639516,-0.768764,-0.004581
1,24,8,0.823264,-0.547692,-0.149232
1,24,9,0.642941,-0.75188,-0.145956
1,24,10,0.68017,-0.696324,-0.229135
1,24,11,0.900878,-0.415345,-0.126124
1,24,12,0.65194,-0.725576,-0.22026
1,24,13,0.893545,-0.447336,0.038325
1,24,14,0.82328,-0.540309,-0.174002
1,24,15,0.714123,-0.698505,0.046037
1,24,16,0.628998,-0.7714,-0.096459
1,24,17,0.752684,-0.65837,0.00382
1,24,18,0.755801,-0.628449,-0.183895
1,24,19,0.689789,-0.70037,-0.183502
1,24,20,0.600346,-0.715143,-0.357988
1,24,21,0.758506,-0.572296,-0.311682
1,24,22,0.638126,-0.576929,-0.50985
1,24,23,0.745534,-0.572243,-0.341639
1,24,24,0.944208,-0.15381,-0.291227
1,24,25,0.822019,-0.118514,-0.556992
1,24,26,0.779584,-0.530608,-0.332723
1,24,27,0.781073,-0.363087,-0.508028
1,24,28,0.814303,-0.539746,-0.213508
1,24,29,0.726194,-0.413727,-0.549065
1,24,30,0.836327,-0.313273,-0.449908
1,24,31,0.833731,-0.393322,-0.387545
1,24,32,0.522462,-0.549899,-0.651648
1,24,33,0.75847,-0.364737,-0.540084
1,24,34,0.721595,-0.573112,-0.388386
1,24,35,0.847313,-0.302846,-0.436285
1,24,36,0.941617,-0.210168,-0.263033
1,24,37,0.969214,-0.137318,-0.204371
1,24,38,0.837617,-0.379543,-0.392866
1,24,39,0.767474,-0.406192,-0.495976
1,24,40,0.721537,-0.403151,-0.562898
1,24,41,0.836111,-0.450282,-0.313311
1,24,42,0.920279,-0.361386,-0.149954
1,24,43,0.930447,0.052009,-0.362715
1,24,44,0.964899,-0.158697,-0.209248
1,24,45,0.822661,-0.248988,-0.51111
1,24,46,0.746421,-0.437239,-0.501676
1,24,47,0.452769,-0.528755,-0.717927
1,24,48,0.42362,-0.425476,-0.799698
1,24,49,0.38205,-0.334032,-0.861661
1,24,50,0.578691,-0.08503,-0.811102
1,25,0,0.929972,-0.36755,-0.007725
1,25,1,0.659087,-0.662116,-0.35666
1,25,2,0.675529,-0.702162,-0.22501
1,25,3,0.383607,-0.872787,-0.301808
1,25,4,0.620647,-0.713102,-0.32601
1,25,5,0.539152,-0.66012,-0.523027
1,25,6,0.682465,-0.287173,-0.672141
1,25,7,0.885158,-0.397557,-0.241751
1,25,8,0.900156,-0.380639,-0.211738
1,25,9,0.961409,-0.097802,-0.257154
1,25,10,0.924267,-0.290856,-0.247251
1,25,11,0.839521,-0.519067,-0.160542
1,25,12,0.529364,-0.734211,-0.425097
1,25,13,0.767187,-0.619273,-0.167106
1,25,14,0.764894,-0.615221,0.190895
1,25,15,0.756937,-0.623456,-0.195831
1,25,16,0.530282,-0.834318,-0.150714
1,25,17,0.671947,-0.704663,-0.2279
1,25,18,0.606572,-0.778983,-0.158922
1,25,19,0.674127,-0.632358,-0.381674
1,25,20,0.860861,-0.370627,-0.348645
1,25,21,0.830381,-0.42459,-0.360819
1,25,22,0.824179,-0.241344,-0.512329
1,25,23,0.793622,-0.426268,-0.43412
1,25,24,0.892991,-0.295586,-0.339405
1,25,25,0.72611,-0.374924,-0.576364
1,25,26,0.760912,-0.468823,-0.448573
1,25,27,0.910237,-0.377364,-0.170487
1,25,28,0.872206,-0.455507,-0.178241
1,25,29,0.868525,-0.395349,-0.298936
1,25,30,0.771159,-0.210798,-0.600731
1,25,31,0.9019,-0.244219,-0.356277
1,25,32,0.810087,-0.458492,-0.365437
1,25,33,0.677179,-0.334838,-0.655219
1,25,34,0.76446,-0.31339,-0.563372
1,25,35,0.861275,-0.164819,-0.480666
1,25,36,0.740726,-0.427677,-0.518089
1,25,37,0.761117,-0.5557,-0.334511
1,25,38,0.806772,-0.402087,-0.432948
1,25,39,0.683655,-0.562265,-0.465268
1,25,40,0.744862,-0.260156,-0.61441
1,25,41,0.843826,-0.254649,-0.472347
1,25,42,0.851964,-0.198983,-0.484317
1,25,43,0.832749,-0.436218,-0.340945
1,25,44,0.915074,-0.230977,-0.330589
1,25,45,0.738619,-0.074011,-0.670048
1,25,46,0.577693,-0.345391,-0.739578
1,25,47,0.297971,-0.738679,-0.604621
1,25,48,0.411333,-0.589503,-0.695192
1,25,49,0.622387,-0.316912,-0.715682
1,25,50,0.404783,-0.423696,-0.810329
1,26,0,0.714077,-0.543105,-0.441736
1,26,1,0.662553,-0.67265,-0.329493
1,26,2,0.623403,-0.761423,-0.177775
1,26,3,0.736816,-0.665356,-0.120017
1,26,4,0.743507,-0.630312,-0.223392
1,26,5,0.774765,-0.606095,-0.179965
1,26,6,0.820891,-0.43211,-0.373389
1,26,7,0.759872,-0.609362,-0.226435
1,26,8,0.786606,-0.612907,-0.074812
1,26,9,0.851409,-0.440843,-0.284185
1,26,10,0.862421,-0.504644,0.039547
1,26,11,0.971457,-0.236496,-0.018475
1,26,12,0.746536,-0.634246,-0.201037
1,26,13,0.835268,-0.443049,-0.32563
1,26,14,0.816174,-0.547983,0.183234
1,26,15,0.76629,-0.641329,0.038684
1,26,16,0.598387,-0.797095,-0.081069
1,26,17,0.63047,-0.754858,-0.180824
1,26,18,0.525529,-0.801484,-0.285382
1,26,19,0.609887,-0.694911,-0.380967
1,26,20,0.811915,-0.379258,-0.443798
1,26,21,0.839569,-0.448127,-0.307094
1,26,22,0.855191,-0.39833,-0.331633
1,26,23,0.914466,-0.220835,-0.339093
1,26,24,0.904065,-0.167366,-0.393262
1,26,25,0.928099,-0.166928,-0.332816
1,26,26,0.788519,-0.515756,-0.335013
1,26,27,0.892846,-0.321781,-0.315092
1,26,28,0.777735,-0.490674,-0.392896
1,26,29,0.853152,-0.351718,-0.385261
1,26,30,0.840361,-0.293003,-0.456007
1,26,31,0.850894,0.157899,-0.501045
1,26,32,0.876648,-0.084132,-0.473719
1,26,33,0.842673,-0.249116,-0.47733
1,26,34,0.722367,-0.256529,-0.642168
1,26,35,0.897163,-0.183023,-0.401996
1,26,36,0.75144,-0.422907,-0.506446
1,26,37,0.935325,-0.245529,-0.254721
1,26,38,0.844553,-0.490241,-0.215392
1,26,39,0.657595,-0.724363,-0.207045
1,26,40,0.713906,-0.565532,-0.412931
1,26,41,0.738491,-0.382197,-0.555479
1,26,42,0.850687,-0.334468,-0.40554
1,26,43,0.694236,-0.44762,-0.563625
1,26,44,0.641645,-0.503164,-0.578893
1,26,45,0.48243,-0.5981,-0.639952
1,26,46,0.536373,-0.543383,-0.645785
1,26,47,0.436201,-0.724747,-0.533357
1,26,48,0.37549,-0.519243,-0.76772
1,26,49,0.399264,-0.207542,-0.893037
1,26,50,0.52034,-0.386819,-0.761326
1,27,0,0.548903,-0.576378,-0.605387
1,27,1,0.496604,-0.713025,-0.494955
1,27,2,0.541028,-0.725947,-0.424605
1,27,3,0.558951,-0.655499,-0.507833
1,27,4,0.544396,-0.655068,-0.523946
1,27,5,0.771282,-0.521234,-0.365293
1,27,6,0.781634,-0.484124,-0.393284
1,27,7,0.871937,-0.312728,-0.376732
1,27,8,0.928724,-0.35048,-0.120975
1,27,9,0.866513,-0.472381,0.161282
1,27,10,0.923061,-0.38463,-0.004288
1,27,11,0.972241,-0.15652,-0.173922
1,27,12,0.926322,-0.371512,-0.062504
1,27,13,0.861964,-0.418656,-0.285911
1,27,14,0.939993,-0.285769,0.186412
1,27,15,0.837113,-0.533373,0.12147
1,27,16,0.593127,-0.792294,0.143075
1,27,17,0.363841,-0.927983,-0.08042
1,27,18,0.853505,-0.507466,-0.11835
1,27,19,0.738521,-0.401734,-0.541477
1,27,20,0.791712,-0.445564,-0.417929
1,27,21,0.915783,-0.396423,-0.064734
1,27,22,0.845682,-0.497537,-0.193076
1,27,23,0.900688,-0.269557,-0.340736
1,27,24,0.947637,-0.123997,-0.294292
1,27,25,0.988208,-0.064941,-0.138662
1,27,26,0.872778,-0.391277,-0.291824
1,27,27,0.757626,-0.467691,-0.455266
1,27,28,0.905922,-0.202402,-0.371939
1,27,29,0.851836,-0.226178,-0.472461
1,27,30,0.87227,-0.252554,-0.418762
1,27,31,0.845695,-0.29686,-0.443479
1,27,32,0.728829,-0.308923,-0.611044
1,27,33,0.795362,-0.369084,-0.480807
1,27,34,0.877156,-0.241508,-0.415057
1,27,35,0.888445,-0.316904,-0.332021
1,27,36,0.811495,-0.230937,-0.53679
1,27,37,0.832741,-0.00366,-0.55365
1,27,38,0.647832,-0.373863,-0.663732
1,27,39,0.662623,-0.558442,-0.499073
1,27,40,0.78596,-0.587913,-0.191378
1,27,41,0.732241,-0.577375,-0.361195
1,27,42,0.614784,-0.560852,-0.554514
1,27,43,0.482794,-0.583737,-0.65281
1,27,44,0.46661,-0.590707,-0.658286
1,27,45,0.735459,-0.324473,-0.594825
1,27,46,0.705093,-0.228933,-0.671143
1,27,47,0.387828,-0.630682,-0.672183
1,27,48,0.427781,-0.509563,-0.746558
1,27,49,0.615154,-0.35185,-0.70554
1,27,50,0.648116,-0.114468,-0.75289
2,23,0,0.690096,-0.629251,-0.357506
2,23,1,0.668599,-0.597535,-0.442637
2,23,2,0.633968,-0.657322,-0.407446
2,23,3,0.46024,-0.777161,-0.429185
2,23,4,0.610873,-0.790133,-0.050241
2,23,5,0.875963,-0.480709,-0.040098
2,23,6,0.629915,-0.775702,0.038657
2,23,7,0.767119,-0.585449,-0.262257
2,23,8,0.673533,-0.692757,-0.257762
2,23,9,0.850442,-0.513782,-0.113034
2,23,10,0.811069,-0.272465,-0.517619
2,23,11,0.598163,-0.533653,-0.597842
2,23,12,0.803026,-0.563109,-0.195085
2,23,13,0.886746,-0.290495,-0.359576
2,23,14,0.738943,-0.664511,-0.111302
2,23,15,0.928379,-0.371604,0.004733
2,23,16,0.637625,-0.764349,-0.095942
2,23,17,0.671372,-0.740862,0.019586
2,23,18,0.768718,-0.631783,-0.099612
2,23,19,0.732948,-0.673273,0.097417
2,23,20,0.665526,-0.6849,-0.296627
2,23,21,0.527716,-0.48349,-0.698393
2,23,22,0.393731,-0.343939,-0.852457
2,23,23,0.800499,-0.530478,-0.278916
2,23,24,0.706503,-0.659322,-0.257193
2,23,25,0.693767,-0.366019,-0.620256
2,23,26,0.764688,-0.495394,-0.412112
2,23,27,0.907247,-0.224702,-0.355544
2,23,28,0.955841,-0.239393,-0.170466
2,23,29,0.9075,0.065461,-0.414919
2,23,30,0.981081,0.059719,-0.184156
2,23,31,0.843029,-0.443024,-0.305011
2,23,32,0.802138,-0.43537,-0.40869
2,23,33,0.831305,-0.306713,-0.463529
2,23,34,0.623663,-0.256999,-0.738239
2,23,35,0.783125,-0.155125,-0.602206
2,23,36,0.937639,-0.087582,-0.336395
2,23,37,0.924849,0.135425,-0.355408
2,23,38,0.792331,-0.305969,-0.527821
2,23,39,0.789889,-0.310868,-0.528617
2,23,40,0.856758,-0.352162,-0.376759
2,23,41,0.886945,-0.30739,-0.34473
2,23,42,0.950057,-0.184711,-0.251543
2,23,43,0.951417,-0.061901,-0.301619
2,23,44,0.851882,-0.175538,-0.49344
2,23,45,0.88913,-0.008357,-0.457579
2,23,46,0.812696,-0.326155,-0.482854
2,23,47,0.59371,-0.34765,-0.725705
2,23,48,0.767933,-0.307244,-0.562033
2,23,49,0.800005,-0.284964,-0.528004
2,23,50,0.483656,-0.375057,-0.790828
2,24,0,0.595746,-0.800935,0.059915
2,24,1,0.652055,-0.746046,-0.135053
2,24,2,0.556462,-0.741992,-0.373896
2,24,3,0.563569,-0.739201,-0.368744
2,24,4,0.559186,-0.821492,-0.111635
2,24,5,0.657681,-0.731721,-0.178999
2,24,6,0.655049,-0.648811,-0.387239
2,24,7,0.807997,-0.589026,0.013778
2,24,8,0.816576,-0.453127,-0.357603
2,24,9,0.724275,-0.647871,-0.235985
2,24,10,0.633648,-0.659283,-0.404766
2,24,11,0.755318,-0.242688,-0.608767
2,24,12,0.781535,-0.574676,-0.242797
2,24,13,0.86782,-0.49197,-0.069664
2,24,14,0.822004,-0.569479,0.0019
2,24,15,0.844464,-0.533683,-0.045411
2,24,16,0.679759,-0.665915,-0.307384
2,24,17,0.571777,-0.8178,-0.065369
2,24,18,0.823438,-0.559073,-0.096886
2,24,19,0.522055,-0.82786,-0.205199
2,24,20,0.560313,-0.77304,-0.297419
2,24,21,0.683668,-0.642455,-0.346194
2,24,22,0.705836,-0.374701,-0.601161
2,24,23,0.712556,-0.680648,-0.170241
2,24,24,0.797483,-0.365422,-0.480091
2,24,25,0.792256,-0.180165,-0.582984
2,24,26,0.888225,-0.028293,-0.458537
2,24,27,0.907888,-0.293108,-0.299712
2,24,28,0.772765,-0.63236,-0.054371
2,24,29,0.854703,-0.262277,-0.447989
2,24,30,0.90018,-0.42157,-0.109334
2,24,31,0.826993,-0.282342,-0.486175
2,24,32,0.822828,-0.421025,-0.381697
2,24,33,0.82949,-0.088813,-0.551415
2,24,34,0.777793,-0.255895,-0.574069
2,24,35,0.794754,-0.43379,-0.42449
2,24,36,0.935109,0.092043,-0.342198
2,24,37,0.979164,-0.03585,-0.199883
2,24,38,0.83113,-0.405495,-0.380523
2,24,39,0.826675,-0.271959,-0.492592
2,24,40,0.7778,-0.459545,-0.428773
2,24,41,0.770333,-0.372791,-0.517315
2,24,42,0.778803,-0.551861,-0.298186
2,24,43,0.781956,-0.370728,-0.501104
2,24,44,0.784148,-0.171681,-0.596354
2,24,45,0.6679,-0.417612,-0.616043
2,24,46,0.886558,-0.222837,-0.405411
